id,text
857,"question : what is this document about? 
 answer : politics 
 context : scare due to vibrating sex toy shuts down airport for an hour . a scare triggered by a vibrating sex toy shut down a major australian regional airport for almost an hour monday police said . the vibrating object was discovered monday morning 
"
3968,"question : what is this document about? 
 answer : politics 
 context : baghdad car bombing kills people outside hospital afp says . at least people were killed and were injured when a car bomb exploded outside the emergency unit of one of baghdad hospitals agence reported citing medical officials 
"
1416,"question : what is this document about? 
 answer : technology 
 context : intel adds b wireless module . intel announced a new wireless module ieee standards b and for notebooks based on intel centrino mobile technology 
"
1390,"question : what is this document about? 
 answer : sports 
 context : nba suspends artest for remainder of season . new york the nba showed no mercy on sunday suspending indianas ron artest for the remainder of the season for his part in a brawl between the pacers and the detroit pistons on friday night 
"
3827,"question : what is this document about? 
 answer : business 
 context : merck plummets as drug pulled . pharmaceutical titan merck yesterday pulled its blockbuster arthritis drug vioxx off the market citing safety concerns thereby triggering a massive selloff in the company shares that wiped out nearly us of merck market value 
"
4841,"question : what is this document about? 
 answer : politics 
 context : palestinian donors show some optimism . ap for the first time in four years the donor nations that sustain the palestinian economy have reason for optimism . for now however that optimism wont mean more money for the palestinians 
"
4848,"question : what is this document about? 
 answer : sports 
 context : dolphins frustrated say the won and did not quit . but the words of the miami dolphins wide receiver following monday night humiliating loss to the new york jets had a bullhorn effect on the cascading level of frustration a season 
"
947,"question : what is this document about? 
 answer : sports 
 context : earnhardt well aware that he has no shot at title . homestead eleven minutes after the start of a press conference featuring the drivers still alive in the chase for the nextel cup dale earnhardt jr 
"
4111,"question : what is this document about? 
 answer : technology 
 context : film industry to sue online pirates . the motion picture association of america is expected to announce a tactical shift in its campaign against movie piracy at a press conference later today 
"
4867,"question : what is this document about? 
 answer : business 
 context : oracle says its software gaining on rival sap . san francisco december oracle corp on monday said it believes its business software applications an area that has lagged the rest of the company are gaining ground against market leader sap ag of germany 
"
1363,"question : what is this document about? 
 answer : politics 
 context : mortar attack kills at kufa mosque . kufa iraq a mortar barrage hit the main mosque in the iraqi city of kufa on thursday killing people and wounding others as they prepared to march on the city of najaf hospital officials and witnesses said . thousands of people were crowded around the mosque at the time and dead bodies lay around the mosque compound which is a stronghold of followers of radical shiite cleric muqtada witnesses said 
"
3779,"question : what is this document about? 
 answer : politics 
 context : medieval castle for sale in slovakia for less than a euro . afp if youve always wanted to own an authentic medieval castle the country for you is slovakia in the heart of central europe where less than one euro may be enough to pay for the property of your dreams 
"
946,"question : what is this document about? 
 answer : business 
 context : us airline ata files for bankruptcy . the us airline ata airlines has filed for bankruptcy protection and sold off airport slots and other assets to airtran airways for 
"
4039,"question : what is this document about? 
 answer : business 
 context : asean australia see deal . jakarta southeast asian nations australia and new zealand hope to conclude a free trade agreement by after beginning formal negotiations next year government ministers said on sunday 
"
918,"question : what is this document about? 
 answer : sports 
 context : woodward can make switch hogg . scotland back row forward allister hogg sees no reason why england coach sir clive woodward cannot make the switch from rugby to football 
"
4097,"question : what is this document about? 
 answer : sports 
 context : lyon escapes toulouse with win . toulouse france there is a reason that lyon has captured the ligue title three years in a row and they put all those positive attributes on display at the municipal stadium on tuesday night during a win over toulouse 
"
3988,"question : what is this document about? 
 answer : politics 
 context : hitachi net profit up sevenfold in first half sees slower . afp japanese electronics maker hitachi said its net profit rose more than sevenfold to billion yen million in the first half on strong sales of it and digital electronics products 
"
941,"question : what is this document about? 
 answer : technology 
 context : latest colaborata upgrade bows . reuters transmedia has unveiled the latest version of its colaborata online media platform and said that ascap and slg advertising were among the first customers to license the product . other major customers will be announced soon 
"
