id,text
train1386130,"question : what is this document about? 
 answer : computer 
 context : wireless internet connects but is much slower, with very low signal strength? i have a linksys system that was set up for me on my pc. i just got a laptop, and it automatically searches for connections since it is already built in,so when i try to connect to my linksys (even when i'm in the room next to it) i have a very low signal strength, pages load very slow, if they even load at all! any help? thanks! there are few things that can actually stop a wireless signal, one of which is certain types of aluminum. another thing, for example, is direct distance in feet. a room ""right next to it"" could actually be a greater physical distance than the room above it. 
"
train1233540,"question : what is this document about? 
 answer : sports 
 context : what are your rankings for best players on the argentinian squad this year? give at least 5 if you can. 1) lionel messi\n2) carlos tevez\n3) juan roman riquelme\n4) hernan crespo\n5) saviola 
"
train142179,"question : what is this document about? 
 answer : science 
 context : if i am using batteries on my radio, will there be any effect on the battery life if i play the radio loud? yes, by requiring to move the woofer with more ampltitude, requireing more force and thus more energy.  an interesting note is that most of the 'extra' energy required for the louder sound is not converted into sound...there is very little energy in sound.  i have read something where it would take over 8 years of 'shouting' to heat a cup of coffee. 
"
train1162413,"question : what is this document about? 
 answer : computer 
 context : is there anyway to rename pictures automatically without having to type in a new name? it seems a long time ago when i had a picture named dsc01.jpg if i uploaded another one it would just ask if i wanted to name it dsc01a or something different.  i get sick of having to retype a name and would rather have it done automatically. thx if your source (like a camera) automatically puts the name dsc01, i'd suggest renaming your past files to avoid this mess with uploading new things. if you want to rename a lof of files the same thing but with different numbers, (like pictures named ""pic1, pic2, pic3 and so on) press control and click on all of the pictures you want to rename. right click on any picture, select rename and type ""pic"" (for this example. of course you can use anything) all pictures will be renamed with a number at the end to differentiate. 
"
train686080,"question : what is this document about? 
 answer : sports 
 context : how to get usa visa easier ?? the days of an easy visa are over.....sorry.... 
"
train983216,"question : what is this document about? 
 answer : business 
 context : how do you defeat a controlling boss? when i make a suggestion or ask a question to my boss, i never let on to what i want the answer to be, sometimes i even suggest an answer that i don't want because i know my boss is going to change whatever i suggest. if i word it right, i can get him to suggest what i wanted, and think that it's his idea. 
"
train1120512,"question : what is this document about? 
 answer : computer 
 context : please,,, i need help with ""viruses""? is there a ""free"" virus scanner that will detect and delete trojans? i have been using avg, but have encountered problems with it. it detects them, but won't clean them.\ni have 3 different sub 7 fake server trojans and cws.oslogo\nany help will be appreciated.... this is all on the job training for me. since you already tried avg, try the other 2 listed below.\n\nall of these are ones that i personally use and all are free.\n\navg removes i-worm/stration · backdoor.generic3.gbb and .gbc · worm/generic.fx · exploit.wmf\nhttp://free.grisoft.com/doc/5390/lng/us/tpl/v5\n\nspybot - search & destroy detects and removes spyware, a relatively new kind of threat not yet covered by common anti-virus applications. spyware silently tracks your surfing behaviour to create a marketing profile for you that is transmitted without your knowledge to the compilers and sold to advertising companies. if you see new toolbars in your internet explorer that you haven't intentionally installed, if your browser crashes inexplicably, or if your home page has been ""hijacked"" (or changed without your knowledge), your computer is most probably infected with spyware. even if you don't see the symptoms, your computer may be infected, because more and more spyware is emerging. spybot-s&d is free, so there's no harm giving it a try to see if something has invaded your computer.\nhttp://www.safer-networking.org/\n\nhttp://superantispyware.com/\nsuperantispyware is the most thorough scanner on the market. our multi-dimensional scanning and process interrogation technology will detect spyware that other products miss! superantispyware will remove all the spyware, not just the easy ones!\neasily remove over 100,000 pests such as smitfraud, vundo, winfixer, spyaxe, spyfalcon, winantivirus, antivermins and thousands more!\nmake sure after you download any of these, that you update them.\n\n be sure to come back to yahoo q&a and vote for one of the answers as best answer! 
"
train1136508,"question : what is this document about? 
 answer : politics 
 context : are american soldiers in iraq doing drugs? there is a history of giving drugs to troops, and i wonder if anyone knows if the troops in iraq are on anything?\n\neven if not provided or encouraged by the u.s. military, there's never a shortage of drugs in the middle east.  i would imagine that part of the stabilization of afghanistan must be turning a blind eye to drug production in favour of money flow. i'm sure some are, but it's not a serious problem like in vietnam.  drugs are available everywhere and someone will be using them. 
"
train1197513,"question : what is this document about? 
 answer : entertainment 
 context : where can i find more pictures of t.i. at plz help me i got a lot but i need more? http://images.google.com/images?svnum=10&hl=en&lr=&q=t.i.+the+rapper 
"
train1172989,"question : what is this document about? 
 answer : politics 
 context : should the world be barred from wmds, or guns, rpgs, anything that can kill? ummmm. no.\nyour question presumes that there is some agency that even could ""bar"" the entire world from possessing wmds. while dubya may believe he is ""chief of the world police"", he is about a dime short of a bit, anyway.\nshould there be world police? i personally think that governments purporting to represent more than 20,000 people are unable to function humanely. the idea of a single government setting rules for six or seven billion is nightmarish.\nbut thanks for asking. 
"
train1124462,"question : what is this document about? 
 answer : science 
 context : do astronauts use sedatives be for launch and while in space? sedatives would make them less responsive during a portion of the flight where they have to be in top form. 
"
train574750,"question : what is this document about? 
 answer : society 
 context : why is there no evidence that supports intelligent design, or debunks evolution? all i hear is that there is no evidence that supports evolution; and that the evidence we do have is invalid or wrong. i have heard that carbon dating is off because of the waters from the flood. another good one i have seen is that the devil planted fossils in the earth to deceive us. these things are humorous, but far from evidence. i will give you that evolution is, in some places, incomplete; but it at least has evidence that strongly supports it. for example: why is it  that a bat's forelimb is far more similar to a human arm than a bird's wing? their bone structure in their ""arm"" is almost identical to our own. but, where is the creationism smoking gun? i will tell you where...it does not exist. excellent post.\n\ni get quite tired of the strawman versions of evolution and the scientific method trotted out by creationists.\n\nfor example, the big bang has nothing to do with evolution.  zero.  \n\nwhere the first life form came from has nothing to do with evolution.  zero.\n\na theory is simply the best explanation for observable data.  we witness the diversity of life around us, and we must explain it somehow.  it is not meant to be proven.  theories, in general, are not intended to be proven.\n\nfor example, gravity is a theory.  is gravity false?  no.  does gravity follow certain rules?  absolutely!  yet it is still a theory, and there ain't nothing wrong with that.\n\nyou well noted that some mechanisms of evolution are still not completely understood.  the theory, while perfectly valid, is not completely explained (just like gravity).  however, what creationists must keep in mind is that if any theory is going to replace evolution, it must explain all the evidence and data we have collected.  genetics, fossil record, geological record, geographic isolation and allele frequency shift.\n\nat the very best creationism (or id) only points at the parts that science has not explained.  it offers no real alternative theory.\n\nlastly, the idea of ""proof"" for a ""miracle"" (meaning god's flooding of the earth) is oxymoronic, at best.  if there is proof (meaning observational data we can see today) then there is a natural explanation and god had nothing to do with it.  if it was a miracle, then there would be no evidence (since god suspended natural laws to make it happen).  silly christian fundamentalists, they want to have their cake and eat it too. 
"
train1197926,"question : what is this document about? 
 answer : society 
 context : would you be happy if your doctors name was dr death? there was once an article about such doctors names registered in the uk. it made hilarious reading.\nthere's a doctor foot, doctor hand ,etc. there was even a doctor slaughter.\n\nmy g.p. was called called doctor blood.(now retired)\ni kid you not. 
"
train543497,"question : what is this document about? 
 answer : politics 
 context : i am from guatemala, do i need a visa to travel to singapore? yes definitely. 
"
train161213,"question : what is this document about? 
 answer : society 
 context : why is it so haerd for people to belive in god? god. (cheating) this explanation is what everyone eventually resorts to when the other answers fail. now, before i go any further, i should make clear that i'm not talking about any of the gods defined in various religions. throughout all of human history, we've been trying to explain existence. but nobody has ever succeeded. and it's likely that nobody ever will. so we create the concept of god, whose only necessary property is being ""that which explains existence."" \n\nthis doesn't tell us much about god, though. it doesn't mean that any particular religion is correct. it merely defines god as something which answers the question, because we have not been able to. 
"
train136163,"question : what is this document about? 
 answer : politics 
 context : can somebody tell me what they think is going to happen in the u.s. (2006) midterm election? just your thoughts on whether the dems will take the senate and/or house, or whether the republicans will remain in control. i've rigged up all the electronic voting machines so i can assure the gop will have a win, and gain three more seats. \n\nmy guess is that if things keep going bad for the gop, that they will lose seats in both the congress and the house, but it looks like the gop, is starting to turn around some of the games the dems have been playing. for instance harry reids, link to dealings with abramoff. over the last seven years the nation has become polarized, i think that the vote will be close unless something really dramatic happens. 
"
train1304174,"question : what is this document about? 
 answer : politics 
 context : which current world leader is the biggest arsehole? i'd say probably ahminajed (sp?) from iran.  if offering to wipe someone else off the map doesn't qualify, i don't know what does 
"
train625664,"question : what is this document about? 
 answer : health 
 context : what can i do about hearing problems caused by water? i went to a lake 3 days ago and got some water in my ears and my hearing was affected by it (i can't hear!). any advise? do a half peroxide half isopropyl alcohol mixture... then put a little in one of the caps and dump it in each of your ears.. leave it there for a sec then dump it out by turning your head over... peroxide kills germs... alcohol will evaporate the water. 
"
train1384740,"question : what is this document about? 
 answer : education 
 context : i love the smell of a new showroom car. what makes it smell so good? any idea? i've bought a new car recently and it still smells :( . the smell comes from plastic, and adhesives used. an air freshener helps. 
"
train1162496,"question : what is this document about? 
 answer : society 
 context : what are some real cool things to learn about people?? im looking to learn some new things next year, what are the favourite things you enjoy doing. well i don't really have any favorite things , but i like helping people.\ntry learning about politics , history. my favorite subject! currently i'm attempting to invent some thing. i'm comming up with a concept on paper. soon i'll get a patent and such. funny thing is i'm only fourteen years old , haha. i can't tell you what it is. but it's meant for the united states (army/marines etc) and it's allies. it might save many many lives.\n\nyou said you want to learn , new things. about subjects or just people , like my self? i already said what i was trying to do. but here's a short description about me. i'm a person who cares about the economy , people. the eviroment , government. i hate debt. i live in the united states , we're in debt by huge amounts. i wish i could get rid of that. if i had the chance to run for president. i would to get us out of debt. put more money in things needed. instead of the army. i'm a vegetarian!.\n\nif you want to learn facts. i could tell you so much about american history! about almost everything. ask some thing and i could probably tell you about it. hehe 
"
train673093,"question : what is this document about? 
 answer : politics 
 context : how many people in america believe the media has a liberal bias? anytime that the press, runs a story that is negative, to the repuglicans, the repuglican rhetoric machine kicks up hate for the press and tries to discredit it, since they are mentally challenged they have nothing better to do then call it the liberal press. it don't seem to matter how much truth there is to the story. 
"
train511356,"question : what is this document about? 
 answer : relationship 
 context : why bodys figth together? no because they cannot communicate using language.  this is because they are ignorant.  reading books helps. 
"
train204576,"question : what is this document about? 
 answer : sports 
 context : wwe fans needed!!!? need sign ideas for saturday main event in detroit!!! for the kids!!they are going, they want to make a sign, give examples, please!!  thanks everyone!! the boy is a rey mysterio fan. my girl likes all of them! oh man, rey rocks.  i enjoy watching his matches!\n\na good sign for rey:\n\n""change my area code to 619!""\n\n""eddie's lookin' at ya, rey!""\n\n""here comes rey to save the day!""\n\n""619, dudes!""\n\ni know, i know... cheesy.  but hey, if you have your kids make the signs, i'm sure they will put all their efforts into them, and that heart will get the signs noticed and put on tv(hopefully!)  and i'm sure rey will definitely notice if you're close to the action - he's quite the fan favorite. 
"
train1137226,"question : what is this document about? 
 answer : relationship 
 context : do which one likes me?? ok..one of the boys i liked for a long time and one of them i just started liking for like 8 months..but i stopped liking the 8 month one and started liking the one for a long time ..but the boys are best friends but the long time one has been sending messages to from his cousins to me and she is my best friend but at one time he did not want to go out with me and the 8 month one use to always come over my house and he use always play with me and all  and when he kept askin me do i like him so one day i finially told him yea....so i hooked him up with one of my friends and now he broke up with her and got a another g/f ...he cant even look me in my eyes..he just like try to talk to me but i dont talk back..but both of them have girlfriends.but the 8 month boy dont want me talkin to the long time boy..i just dont know... 
"
train188926,"question : what is this document about? 
 answer : politics 
 context : i want to know what happen about 911? i think the world is in the peace,there are no war. the muslim-extremists declared a war against the united states well before 9/11.  they found a weakness in how we live our lives here in the us and exploited that weakness to attack and kill civilians in what they feel was a justified military attack.  there was no peace prior to these attacks, there was only a period of time between similar attacks.  attacks on the embassies in africa, the attack on the uss cole and several other attacks on us interests around the world were not viewed as real attacks to many people because they were not on us soil. 
"
train112925,"question : what is this document about? 
 answer : education 
 context : can communicating in small groups,well, make one a better teacher? i assume you mean breaking the class into small groups.  maybe, depending upon the topic being taught.  and depending upon the composition of the small groups.  some topics lend themselves better to lecture, others to small study groups.  generally i find it helpful to break up class activities into lecture, small groups, class presentations, etc.  depends upon the maturity of the class, how motivated the students are. 
"
train1274770,"question : what is this document about? 
 answer : science 
 context : is global warming effected by the use of fossil fules in a manner that nobody has thought about yet....? i have a theory that global warming is effected by the total weight of fossil fuels consumed over the past 100 years. the fractual weight of oil, coal & natural gas is immense and when you burn it... the smog produced is minuscule. when you do the math somebody will find out that even though only a fractional part of the total weight of the earth, my theory is that it has effected the gravitational pull of the sun and earth. the earth being lighter. hence the earth's orbit drawn smaller around the sun. and low & behold it's warmer. (by the way if your going to work on this problem.... i need a job! nobel prize committee please refer prize to richard l. hardeman of bullhead city az.) what you are saying is possible, yet the weight or gas would have to be escaping from earths atmospere or else the mass is still there.  it is a very intetresting idea, though.  \n\n if the weight of the earth dropped then the distance between the earth and sun would increase since the mass is directly proportional to the force between them. 
"
train120943,"question : what is this document about? 
 answer : health 
 context : what are the medication's given to a postpartum woman? zoloft or prozac would be two good medications. but i would talk to a doctor and let them decide. it depends on how postpartum is affecting a person. 
"
train1287362,"question : what is this document about? 
 answer : education 
 context : who was the first person to to study palaentology surname begins with x? asap can't find a reference to such a person.\n\nthe jesuits normally have a brother xavier in their ranks. maybe one of them did some digging.\n\nthe chinese paleontologists mentioned at dinodata are pretty recent. 
"
train503209,"question : what is this document about? 
 answer : health 
 context : why do girls sometimes become late bloomers when it comes to their periods? i want to know how the whole menestraul system really works. all women's bodies are different. i got mine when i was 11 and some of my friends didn't until they were 15 or 16. some of it is hereditary and some of it is just good old mother nature. your body will start when it's ready. \nas far as getting info on menstruation...there is alot of good info. on the internet...try webmd.com or aske your mom to take you to see a gynecologist or family doctor and ask all the questions you want. 
"
train1161677,"question : what is this document about? 
 answer : entertainment 
 context : where can i download songs of ricky martin? try these links below- \nhttp://www.seekasong.com \nhttp://www.mp3000.net\nhttp://www.kohit.net \nhttp://www.mp3-network.net \nhttp://www.yourmp3.net/\nhttp://www.emp3world.com/\nhttp://www.mp3free4me.com / \n\nyou could also make request to download unlimited number of songs absolutely free by joining a community music forum. to check out the ‘hottest’ music forum out there right now, please click on the link below – \nhttp://www.music-buzz.com 
"
train1387082,"question : what is this document about? 
 answer : relationship 
 context : deleting  sweet and romantic memories from your brain....help? ive broken up with my boyfriend, and it was a deep relationship- we wanted to get married etc. i would say im 5o% over him, but these memories come into my head. how the hell do i get rid of them so ican move on with my life?!?!sometimes i am so angry thinking about what happened and sometimes i remember the good and get all emotional! smiles 'n' tears, giggles 'n' laughs, late nite calls 'n' cute fotographs, ill b rite here till da day of ma death best friends forever till ma very last breath!! 
"
train97650,"question : what is this document about? 
 answer : science 
 context : what gas is evolved when hydrogen peroxide is decomposed? i have to go with dan, you get water and the release of oxygen 
"
train1388507,"question : what is this document about? 
 answer : entertainment 
 context : i plan on taking an advanced course in music theory. is it hard? what specifically do you learn about? im takin ap music theory next semester. i've heard it wasnt hard, the course jus moves really fast. it would be good if u were in a music class already like orchestra, band or chorus. if not then it might be difficult\n\nu learn about major and minor chords and junk. jus everything thats on a piece of sheet music. 
"
train908527,"question : what is this document about? 
 answer : business 
 context : tee hee hee!  he's gay!  what the hell is wrong with you manipulative and hate-mongering women in the office? what are you talking about some women think its cool to out someone those women are jerks i wouldnt do that if your gay your gay who cares just dont tell me what you do in the bedroom 
"
train143727,"question : what is this document about? 
 answer : relationship 
 context : i'm 18 and i have a stuttering problem, will a guy like me for who i am, and wants to be with me anyway? if you have a nice body any guy will love you.. 
"
train1307618,"question : what is this document about? 
 answer : health 
 context : if i gave you $10,000 what would you do with it? give half to my parents and half to my husbands parents. i think they deserve it because they spent many years raising us and taking care of us that it would be nice to be able to show our appreciation and give back to them for all they have done for us. 
"
train202537,"question : what is this document about? 
 answer : business 
 context : where did the phrase potter about come from? english phrase it is 'potter about' and goes back to gardening.  a pot was and still is a small plastic or earthenware container into which plants are placed and grown.  when the weather was too wet to work outside, the head gardiner would tell his staff to go into the shed or greenhouse and 'potter about'.  meaning put some seed into pots: repot plants that were growing too big for the pot etc., etc. 
"
train43518,"question : what is this document about? 
 answer : business 
 context : hi does any one know if judo is a effective art in a real situation? it works in real situations but dont use unless you are being attacked as it is for self defense and you can realy hurt someone mabie even kill them so be sure that there is no other way first it is no disgrace to run. 
"
train474992,"question : what is this document about? 
 answer : science 
 context : if the earth revolves each day, 27,000 miles around the equater, how come our hair isn't blown off our heads? the earth revolves around its axis and the reason we don’t feel it is because we live inside a bubble called the atmosphere and we’re moving along with it. it’s kinda like you in a car… you don’t feel your seat or cd case moving but they are. 
"
train618387,"question : what is this document about? 
 answer : relationship 
 context : my mother died when i was a baby. i was trying to find information on her. i don't know how to do that though. i would really like to know how to find out where she was buried. i was also hoping that i could find her obituary. this is really important to me. you can get her goverment file with her social security number. you will have to look up the govt agency that does this but it will tell you her addresses jobs dogs names it amazing all they know then you can go from there. good luck and i hope you know shes watching you. 
"
train462904,"question : what is this document about? 
 answer : computer 
 context : is ' yahoo answers service' good or bad to society? in any new invention like yahoo answers, there's bound to be a glitch. some people on the site like to ask gross or useless questions, which totally disregards the purpose of the website. on the plus side, people can get real answers to their questions fast. on the whole, the site is good, and i think other websites will jump on the bandwagon with yahoo. 
"
train455240,"question : what is this document about? 
 answer : education 
 context : why am i taught about molecular biology and genetics in school, then expected to forget all about biology/pray all of my life, from preschool through high school, i have been taught that nucleoside deoxyribosyltransferase (ndrt) formed both deoxyribonucleic acid(dna), and ribonucleic acid(rna), are you saying not to trust the education i have received, and instead follow modern day mythology? (religion) because those people are afraid that if you think about religion in a scientific manner then youll raise questions that cant be answered by religion.  \n\na real person a faith shouldnt ask you to forget what you learned just because it might challenege their ideas.  religion isnt perfect and neither is science.  they may or may not work together but as of right now we dont know the ultimate trusts about both subjects so its very hard to tell when they really do agree or disagree.\n\nlearn both sides and decide for yourself what is true. don't let others make you think that blind faith in either is necessary or okay. 
"
train1085990,"question : what is this document about? 
 answer : education 
 context : what do a baker,carpenter and a tailor have in common? all are surnames 
"
train1390850,"question : what is this document about? 
 answer : sports 
 context : noms des joueurs de foot brésiliens? bonjour !\n\npourriez-vous me dire si les noms qui figurent au dos des maillots des joueurs de foot brésiliens (fred, ronaldinho, ronaldo, etc...) sont leurs prénoms ou leurs noms de famille (comme toutes les autres équipes) ? merci ! en fait  le truc avec les bresiliens, comme avec les portugais les angolais ou les espagnols d'aileurs, c'est que leur etat civil est beaucoup plus large que le notre. ainsi ils sont connu  par leur double nom de famille ""pere-mere"" ou vice versa...\npour le foot, il utilisent ainsi un seul de leur nom (figo) ou  leur prenom(ronaldo, xavi..)\nmais egalement des pseudos.......aaaa les malins ;-)...comme robinho, ronaldinho, \ndonc finalment pour repondre... ca depent du joueur lol!!!!!!!! (mais si ca ressemble pas vraiment a un prenom , comme quand ya le suffixe ""inho"" qui signifie petit ou ""ao"" qui signifie grand..., c'est surement un pseudo) 
"
train1137500,"question : what is this document about? 
 answer : health 
 context : eating is not happy for me anymore? i don't have a weight problem or image issues, it's just that eating doesn't satisfy me anymore. i used to have fun getting a soda or ice cream or fast food. it was a treat and it wasn't available that much to me a few years ago. now after i eat it, it's like.. why did i eat an unhealthy food? no point.. and it doesn't make me feel good. it's not because of gaining weight or anything.. it's just because.. it doesn't make me happy.\n\nps. i'm 13. so you probably think it's dumb. i do not think it's dumb\n\nur body has its own subtle way of telling u it does not want certain things\n\ni stopped drinking sodas for that same reason. it just isnt the same anymore. i sont want them and even if i finall ydrink on eits like my body wigs out. i feel really cruddy - sometimes before i even finish the soda 
"
train1226725,"question : what is this document about? 
 answer : business 
 context : why does an employer higher you then turn around and higher someone else for the same job and lets you go? i got the job of my dreams i started on tuesday on my third day on my way to work my boss calls me and says that im not the right match. my friend called my boss and asked what happend and they said the person that declined the job that was an employees friend or relitve, showed up wanting the job, so they gave it to htem and let me go. its all about business.  the person who got the job was probably related to someone in the company with clout.  if he was related to one of the big dogs at work it doesnt matter if they declined the job at first.  the job was probably meant for them to have anyway because of who they are related to.  remember in any business they always look out for their own.  if you are with a company for years and they have someone who needs a job and your job is the one they want, they will not hesitate to sacrifice your position for their son, daughter, ......   in todays world of business we are all just a number when the big dog wants something they usually get it. 
"
train1314808,"question : what is this document about? 
 answer : society 
 context : i am a quad-racial man. who else looks like me? michael jackson.  be proud. 
"
train62647,"question : what is this document about? 
 answer : business 
 context : does this work? it is fun to be retarded, isn't it? 
"
train564865,"question : what is this document about? 
 answer : education 
 context : i am looking for ideas themes for an elementary school auction.  ideas? looking for ideas for an elementary school auction.  do you have any ideas? i like the sock hop idea! \nbut as for another idea, what about ""movies"". you can have movie posters hung around as decorations, sell popcorn and candy, hand out tickets (or raffle tickets) and even show a little ""movie"" starring the little darlings. 
"
train170372,"question : what is this document about? 
 answer : health 
 context : how can i make my dick longer? the only proven way is to go through plastic surgery. all the other stuff out there simply does not work. doctors have done countless studies, that prove it. sorry man, going under the knife is the only way. 
"
train1308440,"question : what is this document about? 
 answer : relationship 
 context : what do you do if you have a mother that wont talk to you? i was molested by my mothers husband and she believed me at first but now she doesnt and she kicked me out of her house and was still seeing the guy and all. i havent spoken to my mother in 2 yrs. i always call her but she doesnt pick up or hangs up in my ear. i dont know what to do cause she chose a man over her kids 
"
train1204359,"question : what is this document about? 
 answer : sports 
 context : which radio station gives live worldcup info? where are you?  look for univision radio.  in san francisco: 1170 klok am 
"
train1132970,"question : what is this document about? 
 answer : education 
 context : where can i find very specific research materials, history, and articles about human sex trafficking? i am in the process of writing a research paper on human and child sex trafficking and i am in need of some good articles and history of this world issue. there are just too many materials on this subject. try these for a start:\n\nhttp://search.yahoo.com/search?p=human+traficking&ei=utf-8&fr=b1ie7\n\nhttp://search.yahoo.com/search?p=united+nations%3b+human+trafficking&ei=utf-8&fr=b1ie7\n\ntry searching ngo, government and un resources, too. look at the cedaw treaty, too, then try the related links. (there are area committees in implementation of this treaty, specifically monitoring signatory states' compliance, etc.)\n\nhere are a few links to specific materials you can use:\n\n""facts about human trafficking"" [us dept of state] http://www.state.gov/r/pa/ei/rls/33109.htm\n\n""trafficking in human beings"" (check the links both at the sidebar and within the document itself) http://www.unodc.org/unodc/en/trafficking_human_beings.html\n\n""trafficking in women: reports from international organizations"" (check the links to the studies/report; check sidebar links to reports) http://www1.umn.edu/humanrts/svaw/trafficking/research/internorgs.htm\n\n""te protocol to prevent, suppress and punish trafficking in persons"" http://www.unodc.org/unodc/en/trafficking_protocol.html\n\n""techical cooperation by geographical region"" http://www.unodc.org/unodc/en/trafficking_projects.html\n\n""4 nations fail to stop human trafficking"" http://www.redorbit.com/news/display/?id=153678&source=r_general\n\ni have lots of materials on this; unfortunately, they are all in hard copy. 
"
