id,text
392751,"question : how is the service? 
 answer : good 
 context : this was my second time here. they have a decent variety of flavors so you can usually find one you like. i was surprised to see some made with stevia, but they were just too sweet. i ended up getting the cotton candy flavor. it was good.\n\nyes they have sample cups so you can try different flavors before you make your final\nchoices \n\ni would have given 5 stars for more options of yogurt flavors 
"
182325,"question : how is the service? 
 answer : fine 
 context : i didn't really like this one. we have been to lots of shows in las vegas, but this one was my least favorite. the theatre was really awesome, but the show was not that good. probably worth going to if you can't find tickets to other shows. 
"
432829,"question : how is the service? 
 answer : awful 
 context : this place is a joke in terms of their timing. saturday is first come first serve starting their day at 7 am. last saturday i got here at 7:30 am making me 11th in line. they said they wouldn't get to it until \""4ish.\"" went the next saturday, got there by 6:20 am (2nd in line) got checked in right as they opened and was told it would take about an hour and a half for an oil change and servicing. 3 hours later! i was finally able to get my vehicle back! never again! my advice: make an appointment during the week (they close at 5 pm and sometimes keep your vehicle overnight if they don't finish) or get your local mechanic to work on your car. this place is a waste of time, and time is money! 
"
566262,"question : how is the service? 
 answer : fine 
 context : it's about time i found a truly good indian restaurant in las vegas. the chicken tikka masala was delicious when paired with their perfectly cooked garlic naan. slightly crispy as well as soft and chewy. tried the goat curry which was nice and earthy. my date thought some parts of the meat were too tendony but i surmised that it's because when cooking such an unusual meat, they probably used most parts of the animal. \n\nmy only true complaint was that our waiter pretty much forgot to take our order and no one else came by our table in a long time. there were only 3 other tables being served at the time! we didn't get to eat til about 40 minutes from the time we sat down. i'm willing to forgive this hopefully one-time incident because of the surprisingly good food. i was treated to a spectacle of the family-sized dosa being served at the next table. it was huge! can't wait to come back and try it. 
"
358118,"question : how is the service? 
 answer : fine 
 context : with the sophistication of a ned in faliraki and the elegance of a drunk girl on high heals, this place is where you can get stuff that glows, stuff that's weird, and stuff to pierce yourself with- in more than three places. \n\nit fills in the category of goth/emo without really being a hardcore goth shop (as my goth friendly tartly pointed out). it's geared to the more misunderstood teenagers, although you can pick up one or two things for a fancy dress. in fairness, they are dressing up as well. difference is they do it everyday, i will do it upon invitation only. 
"
475324,"question : how is the service? 
 answer : excellent 
 context : ice pan is a must! we first discovered this amazing ice cream in l.a.and were completely saddened when they closed :/ lucky for us we rediscovered them when they moved to harrah's hotel in las vegas. this is the best ice cream on the planet!!! it's made fresh in front of you on these awesome ice pans. coldstone who? forget that generic, heavy and over priced stuff and come out for the real deal. make sure and tip these guys well, as their customer service is always above par. if you're fortunate to meet the owners make sure and give them a high five and thank them for showing you what real ice cream should taste like. we love you ice pan!!! 
"
373670,"question : how is the service? 
 answer : good 
 context : the food here is really great but make sure you come during happy hour. the atmosphere is also really calm and youll be relaxed. 
"
584059,"question : how is the service? 
 answer : awful 
 context : we went to las vegas for thanksgiving. it is the true mecca for foodies. having been a fan of his many cooking reality shows we decided to eat at the grill at cesars palace.things quickly went down hill after being seated in a tiny table stuck next to a row of 4 cramped tables with barely breathing room. our waiter was the worst i have ever encountered after eating out for 30 years at some of the better to best restaurants in the us and europe. he repeatedly ignored us and after sitting for 30 minutes without a drink i complained to the management who got us started with our cocktails. this caused our waiter to futher act out in a blatant passive aggressive way. he did not smile, gave us no eye contact but plenty of attitude as he sarcastically announced with each entree \""is this good enough for you\"". i literally wanted to put the food up his u know what but we were hungry and would have been late for our show so we had to put up wth this clown. while ordering, they had 'run out \"" of 3 of the 4 items????. sounded odd. anyway the shepards pie was ok, the lobster mac and cheese very salty and my memory is a wash with the rest of the meal. thus i conclude that it must not have been memorable. i was so irritated with this snarky, pompous jack ass of a waiter it was all i could do to contain myself.\nthe one plus was dessert some kind of bread pudding that was super sweet but definitely the best among the items ordered . just when i thought things were bad enough i went into the rest room. had i done that first thing, i would never have eaten at this establishment. it was filthy. yes! you may find it hard to believe, i did but the smell and look of the toilet was as if they had not cleaned it. rather disgusting what was on the toilet seat thus i will not describe it in case you are as visual as i am. i still can't get the imagery out of my mind a month later. when it came to soap supplies, they had 1 little bottle of soap for 4 sinks and plenty of patrons waiting like kindergardeners to get a squirt of the stuff. a 50 plus year old to my left erupted and questioned the staff and was seen on my way out complaining to upper management. tell you what, for such a fussy chef with his noteriety of perfectionistic standards, he should visit the place he sold his name to on the sly and see for himself. a real let down and all around dive with absolutely lazy staff that needs a major attitude over haul. i would never recommend this place. 
"
417302,"question : how is the service? 
 answer : good 
 context : my family and i dined here for tapas. at first we were worried that the kids might not have anything to eat here. but everybody loved what they ordered. price is reasonable. we would come here again next time we're in vegas. if you have to order paella, order it ahead of time while waiting for your table since it takes about 30 min to prepare. it will cut down on your waiting time.. paella is good for 2 people if that's the only thing you're ordering but if you have tapas on the side, 3-4 people can actually share it.. great service too. 
"
428209,"question : how is the service? 
 answer : excellent 
 context : yum yum yum! i love this place's breakfast burrito and their carne asada. for some reason, the first time i went to the 7th st location, i didn't like it. however, i came back after about 6 months and now i am addicted!\n\ni do prefer this location over the 7th street for some reason. this location seems to have a nicer staff. plus it's close to some really awesome antique shops! makes for a great pre-antiquing breakfast! 
"
183254,"question : how is the service? 
 answer : bad 
 context : so sad such a beautiful property doesn't have a good staff to match. \n\ni visited a chairman level member friend of mine (their term for high level players) for a day at the pool and was very disappointed. the staff was impeccably rude upon my arrival, and cocktail service was terrible. as soon as i sat, a cocktail dropped by not to offer her services but to let us know she was leaving bc it was slow. i waited another 30 min with no sign of the other cocktail she spoke of that would be \""checking on us\"". after going to the bar myself to order a round for my friends and i, i was not offered a receipt. normally, i wouldn't mind, however, i was then informed by my friend who has been gambling there a very long time, they add an 18% gratuity to every bill (calling it a pool/resort fee) that goes directly to their employees and do not bother to tell you. which is probably why i wasn't offered a receipt- so i would be unaware i was double tipping. by the end of my three hr afternoon a cocktail waitress had dropped by once right after i had returned from the bar. my other friends each took a turn going to the bar themselves afterward and the pool deck wasn't even busy. i will not be returning to this beautiful property ever again to spend a dime. 
"
595362,"question : how is the service? 
 answer : awful 
 context : if it was possible to give negative stars this place would definitely be in that category.  this place has gone so far downhill in every category over the past few years it makes me wonder why anyone would stay, play or party here.  customer service is basically non existent.  nightlife is horrible.  daylife, pool parties are a joke.  ever since that stupid show aired the pool parties are the most least desirable in vegas.  the rooms are garbage.  ac is horrible.  the drinks are overpriced and so is the food.  if you are planning to stay in vegas i would highly recommend staying somewhere else. 
"
218974,"question : how is the service? 
 answer : excellent 
 context : my first visit to rao's was phenomenal.  my husband and i went with another couple to celebrate our anniversaries and had great food and great service. from the hostess who took my reservation to the bus staff that cleared our table everyone was helpful and friendly. \n\nthe food and wine we selected was superb.  we started with the frito misto and bread.  for our main courses my husband and i both had the gnocchi (vodka sauce for him and arrabiata for me), the other couple had the shells and ricotta and the breaded bone in veal with sauteed peppers and of course we had to get the meatballs.\n\ni will definitely eat at rao's again! 
"
65211,"question : how is the service? 
 answer : good 
 context : hamachi sashimi - perfect. tender. fresh.\n\nuni sushi - very fresh. not too slimy. melts in your mouth.\n\nasakusa rolls - spicy tina topped with albacore and scallions, tataki sauce on top - the spice level was good but it was missing that extra kick. the tuna was good..the roll just didn't have anything that stood out.\n\nosaka rice - mixture of sushi rice, crab, masago, mayo, sesame oil, and sriracha - sooooo much yumminess. it's like a comfort food more than anything else. def try this.\n\ni think it's best to stick with with the fresh sashimi and get some osaka rice to have a good meal. 
"
432258,"question : how is the service? 
 answer : excellent 
 context : stopped in here on my way home one day looking for a vaporizer.  the place was clean and well lit, and by the time i started lookinh near the vaporizors some one came over to see if i needed any help. he answered my questions and didn't pressure me or try to upsell me, and steered me away from a couple he didnt think i would enjoy. i'll definitely be back for more hardware if needed! 
"
580200,"question : how is the service? 
 answer : good 
 context : sam fox restaurant.  its the combo of a play-yard (ping pong and cornhole - no not that kind) and drinks, sometimes a band, and good peeps.  good place to go hang out.  fun lively atmosphere, etc.  parking you should plan on valet due to good size crowds (even on sunday).  i cannot comment on the food much as i have only had a few appetizers, which were good. 
"
578296,"question : how is the service? 
 answer : fine 
 context : this place is really convient and cool.  we were really excited that something was moving in right down the block.  the pizza was great and the sub hit the spot.  my only issue was the price.  2 dollars per topping seems a little steep.  after getting a medium pizza and a six inch sub it came out to 32 dollars. \n\ni would go back more often but i think for the price, why not just go to d's hot dog and six pack down the street. 
"
369592,"question : how is the service? 
 answer : good 
 context : this small breakfast and lunchbreataurant pulls no punches... it is exactley what you would expect from a industrial strip breakfast lunch place.  the decor is simple and relaxed. the food however is fantastic.  i had the manhattan burger. essentially a patty melt nothing fancy just quality ingredients to make a quality sandwich.  my friend had one of the omelets which gave me a slight case of food envy, but i had seen the manhattan burg in a old weekly and had already made up my mind to try it and i was not disappointed 
"
410626,"question : how is the service? 
 answer : awful 
 context : very unhappy with their services. they gave us a rental with paint on the passenger's seat. my dress got ruined and  i had to drive with a towel draped over the seat the whole 10 days we had the car. when i called the customer care number, they were very unhelpful and did not want to help in any way. never renting from them again and will spread the word about their unprofessional services. unhappy customer. they don't even deserve one star. 
"
609582,"question : how is the service? 
 answer : excellent 
 context : not only is their delicious food always fresh and on point but every time we come in the guys are always really polite and accommodating. i appreciate how kind they are to everyone that walks in their door. the place is well kept and they always have sports on if you want to dine in and watch some tv. my favorite burrito is the supreme breakfast. i get it every time and i'm never disappointed. 
"
416244,"question : how is the service? 
 answer : bad 
 context : this is a small local place has seating for about 38. they have a great selection of beer. they also have two smaller tvs (32\"") and one larger tv (50\""). \n\ni will reiterate that the beer selection is more than reasonable, but that's the only positive i can think of. my wife ordered a mixed drink with a wedge of lime. the lime was brown and smelled horrible. \n\nthe cheese curds were not bad, but they weren't memorable at all. the are lightly battered and served hot with a side of ranch. they are a bit greasy, but again not bad just not good either.  they left me saying, \""meh\"".  \n\ni ordered a chicken sandwich with fries. the chicken appeared to be precooked and frozen and was simply warmed back up. it was served on a kaiser bun, which did have nice flavor. the wilted lettuce took away from it completely though. the plain mayonnaise was needed but it's complete lack of flavor just took away from this already below average sandwich. the french fries were definitely frozen and then deep fried. another instance of they weren't bad but they weren't good.\n\n\ni don't like giving out poor reviews, but i think people also need to know what to expect. come here if you want to get a beer and well that's about it. 
"
385711,"question : how is the service? 
 answer : awful 
 context : i have been going to sammy's for a little less than a year after finding it on restaurant.com.  i liked it enough to purchase additional coupons for it, but i would only go once a month or once every 2 - 3 months.  i live on the west side of town and this is on the east side of town so it wasn't all that convenient..\n\ni had gone the other day after picking up a friend from the airport and when i presented my coupon i was told that as of november 1st, he, the owner was no longer going to accept the coupons.  i said i had more coupons at home.  he said i should bring in what i had and start using them before nov 1st.   i had 5 more coupons.  \n\nthe next day i called him to verify the use of the coupons.  i also asked him, since he wasn't going to be accepting them anymore can i use more than 1 since there was going to be 4 of us going there the next day.  he said, \""one coupon per email per day\"".  i said fine.  \n\nnext day rolls around and i bring in 3 friends, he said i wasn't going to be allowed to use them.   he said the rules state 1 coupon per month.  i said but you told me the other day, plus i called yesterday.  all he could do was repeat the rules of restaurant.com of one a month.  he said he loses money every time the coupons is used.  after he and i both were repeating each other in frustration, i finally got him to admit, \""well, i changed my mind\"".\n\nat that point, my friends who i had also just picked up from the airport started to chime in to tell the owner off.  i was quite embarrassed that this was happening in front of my out of town guests.  (after i had told them what a great place this was for pastrami).\n\nat that point, we decided not to give him our patronage.  i will never be going back there again so his statement can hold true...he will lose money.\n\ni would have been perfectly all right if he did not say to me to bring the rest of the coupons in or to tell me when i called that i wouldn't be able to use them.  not for him to tell me after i get there.  how inconsiderate! 
"
173305,"question : how is the service? 
 answer : awful 
 context : \""boo chon to the couchon\""\n\ngood but not amazing. i hate to air some french laundry here, but to be honest i was not impressed with mr. keller's extension into vegas. i  am worshipper of all thing keller, but maybe that hype over played what we ate. the ambiance is very vegas and over the top. but i never go to a place for the ambiance alone. i go there because i am hungry and my taste buds tell me so. taste buds say - salty with a chance of mediocrity. it was a good steak, and the fries were a highlight and if i could combine bouchon fries with a double in-and-out burger, i would call it a day and save the calories on all of the other \""french\"" delectables. but, the food overall was so salty that i felt like a camel that has been wandering the sahara for months. the veal appetizer with the lentils were amazing! pate? salt lick wrapped in bacon and more salt liverishness. the oysters seemed fresh, but maybe the thought of being in the desert and having witnessed first hand what seattle has to offer, i would save the airline fare and just fly to seattle and find a place having happy hour by the piers. \n\nsorry, bouchon is good, but for the amount we spent and the hype. epic fail. 
"
69740,"question : how is the service? 
 answer : excellent 
 context : i love this place!\n\ni grew up in southern california and i think i know a little something about mexican food.  this place rocks!  the food is inexpensive and they give you huge portions.  the chips are always fresh and the salsa is great.  the burritoes are big and tasty.  i wish i could live in san diego and eat here every day.  i lived in henderson for 8 months and i was a regular here.  this is a must stop in for me every time i visit vegas.\n\nyummmy 
"
390639,"question : how is the service? 
 answer : awful 
 context : you are probably wondering how i could go from a 5 star rating to a 1 right???\n\nlet me tell you this visit the night before valentines day  is one that definitely will not be forgotten and the one place that we thought we had found a hidden gem with amazing deals and awesome happy hour specials has completely diminished into a place we will never go back too.  i cannot tell you how long my boyfriend moaned and complained about how pissed off he was about the service and how they over charged us for things that we never received/ordered.  i understand these people wanted to go home but this was a decent size table making at least $400 in food and drink orders so we were kind of hoping that our service would be at least average, but since gratuity was already added she probably didn't give a rats a** about how well of a job she was doing to say the least.\n\nwith that being said we hoped that something to be on point with service like drinks when we asked for them and not having to ask if we would be receiving them at some point. we also ordered saki bombs and the girl brought out the wrong shot glasses and my boyfriend likes to drop in his bomb doing it the way its supposed to be done.  with the wrong glass and shot glass the beer cup chipped. not our fault the owner hired a dim wit of a waitress who doesn't pay attention to what people ordered the other girl had to explain what we ordered and how we wanted it(when she wasn't there to take the order to begin with)and it was not that difficult if you take the time to write it down correctly it would make perfect sense.\n\nwhen we tried to explain to the girl that brought out our sushi that we did not get what we asked for and did not want what they brought us the guy behind the sushi bar was yelling in japanese like it was our fault they cannot understand a simple order.\ni hope to god that is not the owner because if it was their business will run itself into a hole real fast.  when i come to think of it every time we have gone the service has never ever been stellar. maybe average-mediocre at most but well? never. since we sat inside for once we thought it might have been even better. boy was i wrong!! absolutely horrible.  the girls were nice but just insanely stupid....to put it as nice as possible.   \n\n400 dollar table= we expected a mediocre night as far as service and not be completely over charged. 2 people that ordered 4 saki bombs usually is 15 dollars tops(because of the \""amazing\"" happy hour deals. yesterday was $28. we ordered 3 different sushi plates...so the most it should have been would be 40-50 with tip not 75! never again ruined my damn valentines day! ugh!!@!! \n\ni hope the owner reads this and hires people who know how to take an order correctly and don't have argumentative sushi chefs.  \n\nworst night ever....i will miss the jalapeno monkey balls but i will not miss the horrrrrid service. so definitely the worst spot you can go to with more than a couple friends. 
"
451939,"question : how is the service? 
 answer : excellent 
 context : these are the best, most consistent donuts in the valley.  i was always a fan of the chandler location, so i tried this location as soon as it opened.  i was pleased that the donuts were as fresh and as varied as the other location.\n\ni don't care if people go to dunkin for the coffee..a donut shop is about the donuts, and i haven't yet had any donuts in the valley in the same league as bosa. 
"
190665,"question : how is the service? 
 answer : good 
 context : we got there early, 6:30 on a balmy vegas evening, and lucked out with a table on the terrace, with only a glass partition between us and the stunning \""lake of dreams,\"" featuring a breathtaking waterfall. service was lovely and plentiful, maybe a tad too much. i mean, seriously, with the bustling of the maitre d, sommelier, waiter, server, and then the bread and pellegrino guy, i barely had a chance to grope my guy under the table!\n\nafter a couple of cocktails to kick off our hour of livin' large, we ordered the second cheapest bottle of wine ($45) on the huge and jaw-dropping high-priced list: 2005 bear & lion old vine zinfandel. that ole grape juice was not too shabby, and while i'm no sommelier (though i've ingested many boxes of vino in my day), i thought it paired nicely with our starter, which was the chicken liver mousse. i know, i know, liver--blech--certainly doesn't sound \""to die for,\"" but that 20-year bourbon bone marrow mash literally melted in our mouths. it was the best part of the meal, actually.\n\nwe also had the glazed duck, which was kind of dry and tasted so-so, and the original ny db burger. yes, i was the dork who ordered a $32 hamburger. but it wasn't just any burger, it was sirloin stuffed with braised short ribs, foie gras and black truffle! i'd have liked a bolder truffle flavor, but it was delicious anyway--or at least, i thought so; my old man was underwhelmed. in any case, we were too full and too buzzed to have dessert, but not too buzzed to not notice a giant golden head slowly emerge from the water in front of the majestic waterfall/fountain and then disappear again--that really happened! oh, and the women's bathroom is gorgeous. 
"
373584,"question : how is the service? 
 answer : bad 
 context : sushi was good but they forgot about the chicken katsu that i ordered. i can't remember the last time i left a restraurant hungry. 
"
601781,"question : how is the service? 
 answer : excellent 
 context : i recently got married on 05/04/2013. i had planned my wedding for a little over a year and felt very \""ahead of the game,\"" and organized. i had picked out everything, lined up all of the vendors and was sure that i was prepared and ready to go. then out of no where 30 days before the wedding chaos set in! i realized about five weeks out that i was not where i needed to be and that with work, it was extremely difficult to finish all of the final details. the last thirty days truly are what make the wedding or event what they are. i began research for a wedding planner. my fianc\u00e9 was very much against the idea. he felt that all of our family members, grandparents and aunts would be perfect for the task of setting up and breaking down the wedding. thank god i found sip and twirl. i contacted laurie explaining that i needed some serious help! \n\nwho was going to handle the vendors day of, who was going to set up all of our favors and goodies, and decor, who was going to get us in line and ready for the rehearsal... who collects the gifts and sentimental artifacts at the end? \n\nwithin minutes of emailing laurie i got all the reassurance i needed. she responded and was so kind and very clear about how they could help me. she asked me to give her all information in regards to the wedding... so i slowly gathered my huge list and handed it all over to her. she was so sincere, professional and easy to talk with.\n\n i then was introduced to caily who became my go to girl! she is amazing! i met with her and laurie to discuss final details and without a hitch i gave them complete control of everything! that was the best moment of my entire wedding planning! caily eased all of my concerns, confirmed all of my vendor information two days prior, and made certain modifications of things i didn't even think of! \n\ncaily is so sweet  and willing to help with anything at all! she truly made my day magical!  all of the loose ends and details i hadn't even thought of came together like a dream.. and it is only because of her! \n\nthese ladies are beyond good at what they do, they have an eye for events! i truly for the first time in the planning experience had nothing to think about. the rehearsal went so smooth and our families were given great instruction on where to be and when (which was so needed). the day of, i got to relax and forget about the details. when i arrived at the venue i was blown away with how beautiful everything looked, and how smooth everything was going. we received countless praises from all of our guests about what an amazing night they had! that is the best complement to any bride and groom! \n\ni could ramble on for days to tell you what a duo these two are... but you need to see for yourself. they are affordable, reliable, hard working and amazing! we have amazing memories from this day and none of it would have been possible without laurie and caily! \n\ni am going to miss them!! \n\nmolly! 
"
405415,"question : how is the service? 
 answer : fine 
 context : when in-town for for a short while, i quickly pulled up room 112, trusting the local yelpers hoping that i could get some good sushi on the fly. i wasn't let down and had a good time. \n\n- average wait time\n- free valet in the front\n- located within a hotel\n- prices are reasonable\n\nthe place was a bit hard to find at first since it's within a hotel and i'm not from the area. it took a while to get seated and service was slow but i arrived last minute during prime-time to grab a bite so it was expected. i left with a $50 bill for two people and for the quality was on-point.\n\nall-in-all i chowed down on five rolls and an order of sashimi. there were some high and low points with the meal but overall the quality was much higher than i've experienced in the south with sushi. my wife always plays it safe and her food turned out better because it was more basic so beware. if you like to experiment with new food like i do, you might get something that is lacking.fancy doesn't mean better.\n\ni ordered a king tuna ($9.95) and rainbow roll ($8.95) to start. you can;t really go wrong with either because of the amount of fish that's slammed together. the king tuna had a dabble of sauce on top which was supposed to be all of the flavor you get, but really didn't do much to add to the roll but serve as eye candy.\n\ni followed up with some smoked salmon sashimi ($4.25) and a shrimp hand roll ($4.95) which is always a winner as long as the fish is fresh. i would have liked to order some more sashimi since this was so delicious. fresh salmon just melts on your tongue like butter!\n\nmy wife went for the crunchy cali roll ($7.95) and super crunchy roll ($9.95) which are common staples in the american sushi restaurant. there is not much to say here other than you're playing it safe and don't expect and explosion of flavor.\n\nwhen eating at room 112 you're getting the typical restaurant-in-a-hotel prices in a nice setting with reasonable food and service. if you live in the city or are just dropping by this place is worth a try. 
"
